team,team_id,season,jersey,name,position,height,year,hometown,high_school,previous_school,url
SIUE,660,2025-26,4,Macy Silvey,G,"5'10""",Sr.,"Glen Carbon, Ill.",,Edwardsville HS,https://siuecougars.com/sports/womens-basketball/roster/macy-silvey/12487
SIUE,660,2025-26,5,Ava Gugliuzza,G,"5'7""",Jr.,"New Lenox, Ill.",,Lincoln-Way West HS,https://siuecougars.com/sports/womens-basketball/roster/ava-gugliuzza/12486
SIUE,660,2025-26,10,Emiyah Cobb,G,"5'9""",R-So.,"Clarksville, Tenn.",,Northwest HS,https://siuecougars.com/sports/womens-basketball/roster/emiyah-cobb/12482
SIUE,660,2025-26,11,Meegan Fahy,G,"5'6""",So.,"Park Ridge, Ill.",,Maine South,https://siuecougars.com/sports/womens-basketball/roster/meegan-fahy/12484
SIUE,660,2025-26,12,Rory Conboy,F,"6'0""",So.,"St. Louis, Mo.",,Lindbergh,https://siuecougars.com/sports/womens-basketball/roster/rory-conboy/12483
SIUE,660,2025-26,15,Adriana Blazquez,F,"6'0""",So.,"Madrid, Spain",,Murray State,https://siuecougars.com/sports/womens-basketball/roster/adriana-blazquez/12946
SIUE,660,2025-26,22,Jaiden Bryant,G,"5'10""",Sr.,"St. Louis, Mo.",,Missouri St.,https://siuecougars.com/sports/womens-basketball/roster/jaiden-bryant/12481
SIUE,660,2025-26,23,Kaitlin Cassidy,F,"5'11""",Fr.,"Peoria, Ill.",,Peoria Notre Dame HS,https://siuecougars.com/sports/womens-basketball/roster/kaitlin-cassidy/12942
SIUE,660,2025-26,24,Lauren Miller,F,"5'10""",Fr.,"Camp Point, Ill.",,Camp Point Central,https://siuecougars.com/sports/womens-basketball/roster/lauren-miller/12941
SIUE,660,2025-26,32,Syanne Mohamed,F,"6'3""",Gr.,"Bulawayo, Zimbabwe",,Goshen College,https://siuecougars.com/sports/womens-basketball/roster/syanne-mohamed/12947
SIUE,660,2025-26,33,Adebukola Akomolafe,F,"5'10""",Gr.,"El Paso, Texas",,Virginia Commonwealth,https://siuecougars.com/sports/womens-basketball/roster/adebukola-akomolafe/12516
SIUE,660,2025-26,34,Sy'Rae Stemmons,F,"5'10""",Fr.,"Columbia, Mo.",,Hickman High school,https://siuecougars.com/sports/womens-basketball/roster/sy-rae-stemmons/12943
Southern Ind.,661,2025-26,1,Lily Graves,G/F,"5'11""",Fr.,"Terre Haute, IN",Franklin Central,,https://gousieagles.com/sports/womens-basketball/roster/lily-graves/8789
Southern Ind.,661,2025-26,2,Ella Bobe,G,"5'9""",Fr.,"Vincennes, IN",South Knox,,https://gousieagles.com/sports/womens-basketball/roster/ella-bobe/8806
Southern Ind.,661,2025-26,4,Sarang West,G,"5'8""",Sr.,"New York, NY",Bronx High School of Science,North Alabama,https://gousieagles.com/sports/womens-basketball/roster/sarang-west/8809
Southern Ind.,661,2025-26,10,Kylee Dennis,G,"5'10""",R-So.,"Lexington, KY",Sayre,,https://gousieagles.com/sports/womens-basketball/roster/kylee-dennis/8784
Southern Ind.,661,2025-26,11,Ali Saunders,G,"5'10""",Sr.,"Depauw, IN",North Harrison,Valparaiso,https://gousieagles.com/sports/womens-basketball/roster/ali-saunders/8787
Southern Ind.,661,2025-26,12,Shannon Blacher,G,"5'10""",Jr.,"Burr Ridge, IL",Montini Catholic,Northern Illinois,https://gousieagles.com/sports/womens-basketball/roster/shannon-blacher/8807
Southern Ind.,661,2025-26,21,Alli Robertson,F,"6'1""",Fr.,"Harrison, OH",William Henry Harrison,,https://gousieagles.com/sports/womens-basketball/roster/alli-robertson/8790
Southern Ind.,661,2025-26,23,Lexi Sepulveda,G,"5'10""",So.,"Bolingbrook, IL",Plainfield East,,https://gousieagles.com/sports/womens-basketball/roster/lexi-sepulveda/8788
Southern Ind.,661,2025-26,24,Amiyah Buchanan,F,"6'0""",Jr.,"Evansville, IN",North,Southeast Missouri,https://gousieagles.com/sports/womens-basketball/roster/amiyah-buchanan/8783
Southern Ind.,661,2025-26,32,Maddy Fay,F,"6'1""",Jr.,"Palatine, IL",Fremd,Northern Illinois,https://gousieagles.com/sports/womens-basketball/roster/maddy-fay/8808
Southern Ind.,661,2025-26,40,Sophia Loden,G/F,"5'11""",Jr.,"Mascoutah, IL",Mascoutah,,https://gousieagles.com/sports/womens-basketball/roster/sophia-loden/8786
Southern Ind.,661,2025-26,44,Channah Gannon,F/C,"6'4""",Fr.,"Manchester, TN",Coffee County Central,,https://gousieagles.com/sports/womens-basketball/roster/channah-gannon/8791
Southern Ind.,661,2025-26,45,Chloe Gannon,F/C,"6'2""",Jr.,"Manchester, TN",Coffee County Central,,https://gousieagles.com/sports/womens-basketball/roster/chloe-gannon/8785
Southern Me.,662,2025-26,0,Morgan Cunningham,G,"5'7""",So.,"Augusta, ME",Cony,,https://southernmainehuskies.com/sports/womens-basketball/roster/morgan-cunningham/14158
Southern Me.,662,2025-26,2,Dakota Shipley,F,"6'1""",So.,"Bath, ME",Brunswick,,https://southernmainehuskies.com/sports/womens-basketball/roster/dakota-shipley/14165
Southern Me.,662,2025-26,3,Julia Kratzer,G,"5'6""",Sr.,"Gorham, ME",Cheverus,,https://southernmainehuskies.com/sports/womens-basketball/roster/julia-kratzer/14162
Southern Me.,662,2025-26,4,Liz Cote,G,"5'5""",Gr.,"Conway, NH",Kennett,,https://southernmainehuskies.com/sports/womens-basketball/roster/liz-cote/14157
Southern Me.,662,2025-26,5,Baleria Yugu,G,"5'4""",Fr.,"Portland, ME",Portland,,https://southernmainehuskies.com/sports/womens-basketball/roster/baleria-yugu/14168
Southern Me.,662,2025-26,10,Hope Elias,G,"5'3""",Jr.,"Conway, NH",Kennett,,https://southernmainehuskies.com/sports/womens-basketball/roster/hope-elias/14160
Southern Me.,662,2025-26,11,Avah Ingalls,G,"5'9""",Sr.,"Hampstead, NH",Pinkerton Academy,Assumption University,https://southernmainehuskies.com/sports/womens-basketball/roster/avah-ingalls/14169
Southern Me.,662,2025-26,12,Lucy Wiles,G,"5'9""",So.,"Glenburn, ME",Hampden Academy,,https://southernmainehuskies.com/sports/womens-basketball/roster/lucy-wiles/14167
Southern Me.,662,2025-26,13,Ali Portas,G,"5'6""",So.,"New Gloucester, ME",Gray-New Gloucester,,https://southernmainehuskies.com/sports/womens-basketball/roster/ali-portas/14164
Southern Me.,662,2025-26,15,Franki Bello,F,"6'0""",Fr.,"Loeminster, MA",Leominster,,https://southernmainehuskies.com/sports/womens-basketball/roster/franki-bello/14170
Southern Me.,662,2025-26,22,Campbell Doughty,G,"5'8""",Jr.,"Ashland, VA",Hanover,,https://southernmainehuskies.com/sports/womens-basketball/roster/campbell-doughty/14159
Southern Me.,662,2025-26,23,Izzy Morelli,F,"5'10""",Fr.,"New Gloucester, ME",Gray-New Gloucester,,https://southernmainehuskies.com/sports/womens-basketball/roster/izzy-morelli/14171
Southern Me.,662,2025-26,24,Emma Stred,F,"5'11""",Jr.,"China, ME",Erskine Academy,,https://southernmainehuskies.com/sports/womens-basketball/roster/emma-stred/14166
Southern Me.,662,2025-26,25,Lexi Morin,F,"5'8""",Fr.,"Brunswick, ME",Brunswick,,https://southernmainehuskies.com/sports/womens-basketball/roster/lexi-morin/14172
Southern Me.,662,2025-26,32,Jaycie Christopher,G,"6'0""",Sr.,"Skowhegan, ME",Skowhegan,UMaine,https://southernmainehuskies.com/sports/womens-basketball/roster/jaycie-christopher/14173
Southern Me.,662,2025-26,34,Bri Townsend,G,"5'9""",Jr.,"Newport, ME",Nokomis Regional,,https://southernmainehuskies.com/sports/womens-basketball/roster/bri-townsend/14174
Southern Me.,662,2025-26,44,Lita Guslens,C,"6'1""",Jr.,"Ikškile, Latvia",Riga State Gymnasium No 3,,https://southernmainehuskies.com/sports/womens-basketball/roster/lita-guslens/14161
Southern Utah,667,2025-26,1,Kortney Doman,G,"5'10""",So.,"Crane, Oregon",Crane High School,,https://suutbirds.com/sports/womens-basketball/roster/kortney-doman/12333
Southern Utah,667,2025-26,2,Bella Hasan,G,"5'6""",So.,"Mukilteo, Washington",Kamiak High School,,https://suutbirds.com/sports/womens-basketball/roster/bella-hasan/12334
Southern Utah,667,2025-26,3,Sierra Chambers,G,"5'8""",So.,"Danville, CA",San Ramon Valley High School,,https://suutbirds.com/sports/womens-basketball/roster/sierra-chambers/12332
Southern Utah,667,2025-26,4,Brooklyn Fely,F,"6'0""",Jr.,"Orem, Utah",Pleasant Grove High School,Umpqua Community College,https://suutbirds.com/sports/womens-basketball/roster/brooklyn-fely/12419
Southern Utah,667,2025-26,5,Charli Kay,G,"5'9""",Jr.,"Smithton, Tasmania",Marist Regional College,,https://suutbirds.com/sports/womens-basketball/roster/charli-kay/12335
Southern Utah,667,2025-26,11,Morgan Trigueiro,G,"5'10""",Jr.,"Caruthers, California",Caruthers High School,College of Sequoias,https://suutbirds.com/sports/womens-basketball/roster/morgan-trigueiro/12489
Southern Utah,667,2025-26,13,Ashley Banks,C,"6'5""",Sr.,"Boise, Idaho",Boise High School,,https://suutbirds.com/sports/womens-basketball/roster/ashley-banks/12331
Southern Utah,667,2025-26,15,Nike Borg,C,"6'3""",Fr.,"Stockholm, Sweden",,RIG Mark Club,https://suutbirds.com/sports/womens-basketball/roster/nike-borg/12490
Southern Utah,667,2025-26,20,Emily Scholtes,F,"6'1""",R-Fr.,"Traralgon, Victoria, Australia",Lavalla Catholic College,,https://suutbirds.com/sports/womens-basketball/roster/emily-scholtes/12338
Southern Utah,667,2025-26,22,Devyn Kiernan,G,"5'11""",Fr.,"Orange, California",Mater Dei High School,,https://suutbirds.com/sports/womens-basketball/roster/devyn-kiernan/12488
Southern Utah,667,2025-26,33,Vallory Kuelker,G,"5'8""",Fr.,"Boulder Creek, California",Pinewood High School,,https://suutbirds.com/sports/womens-basketball/roster/vallory-kuelker/12486
Southern Utah,667,2025-26,34,Denver Anderson,F,"6'1""",So.,"Mt Zion, Illinois",Mt Zion High School,,https://suutbirds.com/sports/womens-basketball/roster/denver-anderson/12330
Southern Utah,667,2025-26,35,Olivia Malafu,F,"6'0""",So.,"Kapa'a, Hawaii",Kapa'a High School,,https://suutbirds.com/sports/womens-basketball/roster/olivia-malafu/12336
Southern Utah,667,2025-26,44,Ava Uhrich,F,"6'0""",Jr.,"Burlingame, CA",Pinewood High School,,https://suutbirds.com/sports/womens-basketball/roster/ava-uhrich/12337
Missouri St.,669,2025-26,0,Victoria Dixon,G,"5'5""",Sr.,"Grand Prairie, Texas",South Grand Prairie High,Houston Christian,https://missouristatebears.com/sports/womens-basketball/roster/victoria-dixon/8769
Missouri St.,669,2025-26,1,JaNyla Bush,G,"5'3""",R-Fr.,"St. Louis, Mo.",Link Academy,,https://missouristatebears.com/sports/womens-basketball/roster/janyla-bush/8763
Missouri St.,669,2025-26,2,Lainie Douglas,F,"6'3""",So.,"Overland Park, Kan.",Blue Valley Northwest High,,https://missouristatebears.com/sports/womens-basketball/roster/lainie-douglas/8764
Missouri St.,669,2025-26,3,Kendal Brueggen,G,"5'10""",Fr.,"Hesston, Kan.",Hesston High,,https://missouristatebears.com/sports/womens-basketball/roster/kendal-brueggen/8770
Missouri St.,669,2025-26,5,Zoe Canfield,G,"5'11""",So.,"Topeka, Kan.",Washburn Rural High,Kansas,https://missouristatebears.com/sports/womens-basketball/roster/zoe-canfield/8771
Missouri St.,669,2025-26,11,Faith Lee,F,"5'11""",Sr.,"Monroe, La.",Ouachita Parish High,Little Rock,https://missouristatebears.com/sports/womens-basketball/roster/faith-lee/8772
Missouri St.,669,2025-26,12,Tyra Robinson,F,"6'3""",Jr.,"Little Rock, Ark.",Parkview High,Western Carolina,https://missouristatebears.com/sports/womens-basketball/roster/tyra-robinson/8767
Missouri St.,669,2025-26,13,Maycee James,G,"5'7""",Sr.,"Goddard, Kan.",Goddard High,Pittsburg State,https://missouristatebears.com/sports/womens-basketball/roster/maycee-james/8773
Missouri St.,669,2025-26,15,Maiesha Washington,F,"6'0""",Fr.,"Fayetteville, Ark.",Legion Prep Academy,,https://missouristatebears.com/sports/womens-basketball/roster/maiesha-washington/8774
Missouri St.,669,2025-26,20,Angel Scott,G,"5'10""",R-Sr.,"Edmond, Okla.",Deer Creek High,Stephen F. Austin,https://missouristatebears.com/sports/womens-basketball/roster/angel-scott/8768
Missouri St.,669,2025-26,24,Kaemyn Bekemeier,G,"5'9""",Jr.,"Republic, Mo.",Republic High,,https://missouristatebears.com/sports/womens-basketball/roster/kaemyn-bekemeier/8762
Missouri St.,669,2025-26,31,Audrey Hopkins,G,"5'11""",Fr.,"Tulsa, Okla.",Lincoln Christian School,,https://missouristatebears.com/sports/womens-basketball/roster/audrey-hopkins/8775
Missouri St.,669,2025-26,32,Cady Pauley,G,"5'11""",Sr.,"Milan, Mo.",Milan High,Virginia,https://missouristatebears.com/sports/womens-basketball/roster/cady-pauley/8766
Missouri St.,669,2025-26,33,Blake O'Grady,F,"6'0""",Jr.,"Brookline, Mass.",Dexter Southfield School,,https://missouristatebears.com/sports/womens-basketball/roster/blake-o-grady/8765
Springfield,673,2025-26,10,Amanda Leary,G,"5'8""",Sr.,"Westbury, N.Y.",Carle Place,,https://springfieldcollegepride.com/sports/womens-basketball/roster/amanda-leary/12863
Springfield,673,2025-26,15,Carrie Hess,F,"5'10""",Sr.,"Shrewsbury, Mass.",Shrewsbury,,https://springfieldcollegepride.com/sports/womens-basketball/roster/carrie-hess/12861
Springfield,673,2025-26,20,Ella Stair,G,"5'6""",So.,"Newington, Conn.",Newington,,https://springfieldcollegepride.com/sports/womens-basketball/roster/ella-stair/12868
Springfield,673,2025-26,21,Ava Mamone,F,"5'10""",Fy.,"Troy, N.Y.",Hoosac School,,https://springfieldcollegepride.com/sports/womens-basketball/roster/ava-mamone/12872
Springfield,673,2025-26,22,Izzy Pazzaglia,G,"5'6""",Jr.,"Salem, Conn.",East Lyme,,https://springfieldcollegepride.com/sports/womens-basketball/roster/izzy-pazzaglia/12867
Springfield,673,2025-26,23,Bailee Lange,G,"5'5""",Jr.,"Wynantskill, N.Y.",Averill Park,,https://springfieldcollegepride.com/sports/womens-basketball/roster/bailee-lange/12862
Springfield,673,2025-26,24,Claire Finney,G,"5'8""",Jr.,"Haverhill, Mass.",New Hampton School,,https://springfieldcollegepride.com/sports/womens-basketball/roster/claire-finney/12860
Springfield,673,2025-26,25,Brooke Stringer,G,"5'7""",Fy.,"Canterbury, Conn.",Norwich Free Academy,,https://springfieldcollegepride.com/sports/womens-basketball/roster/brooke-stringer/12873
Springfield,673,2025-26,30,Adriana Hernández Feliciano,G,"5'3""",Fy.,"Caguas, Puerto Rico",New Hampton School,,https://springfieldcollegepride.com/sports/womens-basketball/roster/adriana-hern-ndez-feliciano/12871
Springfield,673,2025-26,31,Natalie Lucas,G/F,"5'11""",Jr.,"Madison, Conn.",Daniel Hand,,https://springfieldcollegepride.com/sports/womens-basketball/roster/natalie-lucas/12865
Springfield,673,2025-26,32,Ruth Boles,F,"5'10""",So.,"South Portland, Maine",Cheverus,,https://springfieldcollegepride.com/sports/womens-basketball/roster/ruth-boles/12858
Springfield,673,2025-26,33,Stefany Padula,G,"5'8""",Sr.,"Franklin, Mass.",Franklin,,https://springfieldcollegepride.com/sports/womens-basketball/roster/stefany-padula/12866
Springfield,673,2025-26,34,Chloe Derby,G,"5'5""",So.,"Easthampton, Mass.",Northampton,,https://springfieldcollegepride.com/sports/womens-basketball/roster/chloe-derby/12859
Springfield,673,2025-26,35,Madison Lopez,G,"5'4""",So.,"Bronx, N.Y.",Kennedy Catholic,,https://springfieldcollegepride.com/sports/womens-basketball/roster/madison-lopez/12864
Springfield,673,2025-26,40,Maeve Dolan,F,"5'7""",Fy.,"Yarmouth Port, Mass.",Dennis Yarmouth Regional,,https://springfieldcollegepride.com/sports/womens-basketball/roster/maeve-dolan/12870
Staten Island,675,2025-26,1,Arielle Barnes,G,"5'7""",Fr.,"Queens Village, NY",The Mary Louis Academy,,https://csidolphins.com/sports/womens-basketball/roster/arielle-barnes/6749
Staten Island,675,2025-26,2,Gemma Singer,G,"5'5""",Fr.,"New York, NY",Medgar Evers College Preparatory School,,https://csidolphins.com/sports/womens-basketball/roster/gemma-singer/6757
Staten Island,675,2025-26,3,Shonyae Edmonds,F,"5'10""",Jr.,"Albany, NY",Albany High School,,https://csidolphins.com/sports/womens-basketball/roster/shonyae-edmonds/6753
Staten Island,675,2025-26,4,Kyra Rose,G,"5'9""",Sr.,"Jersey City, NJ",Henry Snyder High School,,https://csidolphins.com/sports/womens-basketball/roster/kyra-rose/6747
Staten Island,675,2025-26,5,Racky Kane,G/F,"5'11""",Jr.,"New York, NY",South Shore,,https://csidolphins.com/sports/womens-basketball/roster/racky-kane/6755
Staten Island,675,2025-26,10,Dana Phelan,G,"5'7""",Sr.,"Tappan, NY",Tappan Zee High School,,https://csidolphins.com/sports/womens-basketball/roster/dana-phelan/6746
Staten Island,675,2025-26,11,Jasanii Francis-Torres,G/F,"5'9""",Fr.,"Albany, NY",Albany High School,,https://csidolphins.com/sports/womens-basketball/roster/jasanii-francis-torres/6754
Staten Island,675,2025-26,12,Ariana Davis,G,"5'8""",Fr.,"Virginia Beach, VA",Green Run High School,,https://csidolphins.com/sports/womens-basketball/roster/ariana-davis/6750
Staten Island,675,2025-26,13,Giuliana Dito,G,"5'7""",Fr.,"Staten Island, NY",Notre Dame Academy,,https://csidolphins.com/sports/womens-basketball/roster/giuliana-dito/6752
Staten Island,675,2025-26,15,Myah Mckie,F,"6'3""",Fr.,"Brentwood, NY",Cheshire Academy,,https://csidolphins.com/sports/womens-basketball/roster/myah-mckie/6756
Staten Island,675,2025-26,21,Nylah Davis,G,"5'7""",Fr.,"York Haven, PA",Northeastern Senior High School,,https://csidolphins.com/sports/womens-basketball/roster/nylah-davis/6751
Staten Island,675,2025-26,22,Dorothy Wiese,G,"5'8""",Jr.,"Staten Island, NY",Curtis High School,,https://csidolphins.com/sports/womens-basketball/roster/dorothy-wiese/6748
Texas Lutheran,1400,2025-26,1,Jaidyn Treviño,G,"5'6""",Jr.,"Austin, Texas",Akins,,https://tlubulldogs.com/sports/womens-basketball/roster/jaidyn-trevi-o/7958
Texas Lutheran,1400,2025-26,2,Angelina Sotelo,G,"5'2""",Sr.,"San Marcos, Texas",San Marcos,,https://tlubulldogs.com/sports/womens-basketball/roster/angelina-sotelo/7509
Texas Lutheran,1400,2025-26,3,Kiana Henning,G,"5'3""",So.,"San Antonio, Texas",Cornerstone Christian,,https://tlubulldogs.com/sports/womens-basketball/roster/kiana-henning/7957
Texas Lutheran,1400,2025-26,4,Callista Perez,G,"5'4""",Jr.,"San Antonio, Texas",Stevens,,https://tlubulldogs.com/sports/womens-basketball/roster/callista-perez/7505
Texas Lutheran,1400,2025-26,10,Hannah Gallegos,G,"5'3""",R-Sr.,"San Antonio, Texas",Harlan,,https://tlubulldogs.com/sports/womens-basketball/roster/hannah-gallegos/7500
Texas Lutheran,1400,2025-26,11,Kayla Presley,G,"5'6""",R-Sr.,"Kyle, Texas",San Marcos,,https://tlubulldogs.com/sports/womens-basketball/roster/kayla-presley/7506
Texas Lutheran,1400,2025-26,12,Jessietheresa Brisky,G,"5'9""",Fr.,"Los Fresnos, Texas",Los Fresnos,,https://tlubulldogs.com/sports/womens-basketball/roster/jessietheresa-brisky/7956
Texas Lutheran,1400,2025-26,14,Kaylee Warner,F,"5'8""",Jr.,"Cibolo, Texas",Cornerstone Christian,,https://tlubulldogs.com/sports/womens-basketball/roster/kaylee-warner/7511
Texas Lutheran,1400,2025-26,15,Lauren Sansano,G,"5'4""",Sr.,"San Antonio, Texas",FEAST,,https://tlubulldogs.com/sports/womens-basketball/roster/lauren-sansano/7507
Texas Lutheran,1400,2025-26,20,Maggy Moreman,G,"5'8""",So.,"Skidmore, Texas",Skidmore-Tynan,,https://tlubulldogs.com/sports/womens-basketball/roster/maggy-moreman/7504
Texas Lutheran,1400,2025-26,21,Sarahi Jones,F,"6'0""",Sr.,"Los Fresnos, Texas",Los Fresnos,,https://tlubulldogs.com/sports/womens-basketball/roster/sarahi-jones/7502
Texas Lutheran,1400,2025-26,22,Emerald St. Laurent,C,"6'2""",Sr.,"The Woodlands, Texas",Oak Ridge,,https://tlubulldogs.com/sports/womens-basketball/roster/emerald-st-laurent/7510
Texas Lutheran,1400,2025-26,23,Davi'Yanna Jones,G/F,"5'8""",R-Jr.,"San Antonio, Texas",Stevens,,https://tlubulldogs.com/sports/womens-basketball/roster/davi-yanna-jones/7501
Texas Lutheran,1400,2025-26,24,Raemie Medina,G,"5'5""",So.,"Weslaco, Texas",Weslaco,,https://tlubulldogs.com/sports/womens-basketball/roster/raemie-medina/7503
Texas Lutheran,1400,2025-26,31,Noelani Ajel,G,"5'5""",So.,"Cibolo, Texas",Steele,,https://tlubulldogs.com/sports/womens-basketball/roster/noelani-ajel/7499
Texas Lutheran,1400,2025-26,33,Zaria Solis,F,"6'3""",So.,"Burnet, Texas",Burnet,,https://tlubulldogs.com/sports/womens-basketball/roster/zaria-solis/7508
Texas Lutheran,1400,2025-26,44,Laura Sierra,F,"6'0""",Fr.,"San Antonio, Texas",St. Anthony Catholic,,https://tlubulldogs.com/sports/womens-basketball/roster/laura-sierra/7955
Stonehill,682,2025-26,1,Shira Elkis,G,"5'6""",So.,"Givat Haim Ichud, Israel",Hoff Hasharon,,https://stonehillskyhawks.com/sports/womens-basketball/roster/shira-elkis/9736
Stonehill,682,2025-26,2,Sydney McLaughlin,G,"5'11""",So.,"Hanover, N.H.",Hanover,,https://stonehillskyhawks.com/sports/womens-basketball/roster/sydney-mclaughlin/9742
